,tweet_raw_text,task_1
1444,"I went Dany b/c I thought the ""queen of the ashes"" angle was almost too obvious-- but in hindsight,",NOT
1445,: Fun Fact: I dont give a single fuck,HOF
1446,": What they also don't tell you is that you ""need"" or jobs to just survive so their $13.2M CEO",NOT
1447,I fuck with you but dont get mad at people trying to seek opportunities when you never specified your tweet enough,HOF
1448,: WHAT THE FUCK IS YOONGI SO SMALL FOR,HOF
1449,: what the actual fuck,HOF
1450,": Found starving, too weak to walk, sweet Massimo is a gentle boy who loves our volunteersHes a loving lad whos waiting &amp;",NOT
1451,: [TRANS]Jungkook-ah I love you:Who are you! Its jungkook Who is it!Ah Jungkook-ssiAh JungkookieYou,NOT
1452,Think you're funny,NOT
1453,The test is blocked on my jobs WiFi lol,NOT
1454,Fuck the light.,HOF
1455,kk Im blocking u and getting a RK to exploit ur fed,HOF
1456,Im dead ass goin to see this Aladdin Remake when it come out...,HOF
1457,": Gonna be honest here. They're just going to label you a weak bitch, so work on being more assertive and taking up the space t",HOF
1458,"Hes an attorney ffs and doesnt know what ""suggest"" means...",NOT
1459,This show used to be on TBS in the mornings and I'd have it on because it came on before Saved by the Bell.,NOT
1460,": Every time I go on a rant I lose followers but honestly if youre anti vax, or anti choice I dont want you here anyway",NOT
1461,: can just stop right fucking now.,HOF
1462,": Valverde: Do you know what you have to do?Alena: NoValverde: Me neither, tell Messi I said hi.",NOT
1463,: wowww speechless finally this PU yg maksum did it bjaya burukkan nama malaysia dan agama islam wow i dont want,NOT
1464,GRAVITY (2019),NOT
1465,look so innocent but you would have me crawling on a leash lol,NOT
1466,": If my ole lady and daughter dont shit like this to piss me off, Im throwing them away.",HOF
1467,"I think your too loyal , I think you do too much for someone who dont do shit for you girLLlLlLllL",HOF
1468,She so damn beautiful,NOT
1469,YOURE SUCH A DORK,HOF
1470,: this a real nigga. imagine having a great birthday with your step father and your stupid ass biological dad gives you,HOF
1471,"I don't think I've fully understood a lot of the novel! Over all, what did you think?",NOT
1472,": BREAKING: Out of all the videos from yesterday one stood out for me. The speech from Pakistani Mo Fyaz.""I'm sick of",HOF
1473,You know you fat when you walk like yo ass stank.!....,HOF
1474,: Sometimes I get mad at myself Bc I was really close to certain people that Id never ever want to be friends w again. I se,NOT
1475,from a memeber that bought my number.... im fucking crying,HOF
1476,: FUCK - ADMIN,HOF
1477,I DONT NEED YOURE WHOLE LIFE STORY WHEN YOUR SHIT IS ON PUBLIC RECORD have a look yourself,HOF
1478,Apparently- I really like hats. I was cleaning out my closet tonight and found all of these awesome treasures. Most,NOT
1479,: What the fuck,HOF
1480,": Never EVER forget that the Thoothukudi massacre was by a govt. acting at the behest of a private company (Vedanta), against",NOT
1481,: If hero and jo dont date after filming those hot ass scenes Im coming for their necks,HOF
1482,... where the fuck is my pinned,HOF
1483,"Youre the only constant in my life, you know that. Dont you?",NOT
1484,Get more info about landlordsgas,NOT
1485,": Moral of the story, Yall will spend that $25 when niggas is poppin but wont spend that $25 when niggas coming up. Yal",NOT
1486,: Unfollowing isnt petty or childish if I dont fuck with u anymore why would keep following someone I dont even like I do,HOF
1487,: Pounding my booty down on that fat fucker.,HOF
1488,Theyre just showing America their ass. Literally and figuratively. Who picks on Asian tourists!!,HOF
1489,: Donald Trump reveals he's somehow even more sick and twisted than we thought,HOF
1490,": THIS IS A CRISIS!This is at the Tapachula, Mexico border, where they're making their way to America!It's mostly you",NOT
1491,: Delusional. It is unbelievable how many stupid People are out there living,NOT
1492,That's so stupid,NOT
1493,I can't wait anymore fuck! Come to Brazil soon please,HOF
1494,": One of these days someone's gonna write an abo fanfic, change the names of the characters and get it published. It's going",NOT
1495,Never understood why youd want to bust one up.,NOT
1496,Well... Everyone's getting it on and planning their weddings now so.[Will fade away. Again.],NOT
1497,: This pic is enough to shut this traitor's mouth.,HOF
1498,I think ima do fine on my final but I gotta find a way to cheat .. just in case,NOT
1499,Think about it bruh,NOT
1500,: meanwhile harry: -sold out two world tours award winning artist-the face of gucci-cohosting the biggest met gala in,NOT
1501,"Ayo, just cause I abuse substances dont mean my mental health fuckked",HOF
1502,": M so fucking mad they just gave them the price on the red carpet, like bitch what you on? SOMEONE HOLD ME BECAUSE IF SOMETH",HOF
1503,Frenchie Fry Erasers - for those dog loving stationery addicts out there!! Great gifts for any age and will look su,NOT
1504,: The fact that the president feels that these horrible crimes shouldnt be punished because of the ethnicity of the victims r,HOF
1505,: Scroll downKeep scrollingnow youre obligated to rt an,NOT
1506,Stop treating people so damn good who treat you like shit!,HOF
1507,: It seems several Gotham residents have decided to holiday in Atlanta in a few months. Mr. Cobblepot didnt want to miss out,NOT
1508,Wish I'd have thought of it! Glad you decided to do it!,NOT
1509,: just a reminder you dont need a man you just want the dick,HOF
1510,"Eat until you're satisfied, not until you're stuffed.",NOT
1511,FUCK YOU,HOF
1512,: u are that bitch u got dis,HOF
1513,% because you know the rest,NOT
1514,FUCKING DONE WITH COLLEGE I DID IT!!!!!!!!,HOF
1515,: I cannot believe for the first years of my life I didnt know cows had to be pregnant to produce milk. Fuck dairy f,HOF
1516,: It was Trump who cheated on his wife.After she,HOF
1517,: today marks the last day i gave a fuck,HOF
1518,SHE SHOT LEX HAHA STUPID BITCH,HOF
1519,: if i love you and you need me just know im a call away.,NOT
1520,what the actual fuck???,HOF
1521,": Only Legends would understand this.PS: if you understood this ASAP, you're heading to hell.",NOT
1522,Meet The Press has that old hick on John Kennedy. He's as much of a liar as tRump and the rest of the GOP.,HOF
1523,: everyone: is the chanhun sub-unit happening??? sm ent: [silence]chanhun on ig: fuck it well confirm it ourselves,HOF
1524,: merch is officially here!! Head over to to get yours More to come... https:/,NOT
1525,"That was a rather odd question. However, who were they to deny the offer of a cookie? And so, Adam took one and bit",NOT
1526,: NYC FOUND DOG ALERT: hes still missing and hes still at the th. Somebodys missing him. PLEASE RT.,NOT
1527,GAMA International Past President Chris Noonan discusses how to fill the leadership void at,NOT
1528,": Get your S.H.I.T together. (skincare, happiness &amp;health, inner peace, and your time)",HOF
1529,I fucking love you!!,HOF
1530,I just hope youre well,NOT
1531,Youre too tall,NOT
1532,: Still cant move on from this shit,HOF
1533,: Am I the only one who is fearful of their own words because you dont know how stupid you may sound or some might not,HOF
1534,": On polling day, news channels happily showing PM Kedarnath yatra; dont forget today PM is a candidate from Varanasi",NOT
1535,: I think the worst mom guilt Ill always feel is that I thought my whole pregnancy that I was going to be giving my son a li,NOT
1536,Fuck Albania Montenegro best country,HOF
1537,: Sold out Billy Bobs in Fort Worth tonight. Cant explain the feeling. Thank you cowtown that shit was insane!,HOF
1538,No obstructionNo collusionDon't give a fuck'Cause I tweet while I'm poopin',HOF
1539,": Those who started stanning Big Bang recently. I'm so sorry that this is what you come to. I promise it will get better, and i",NOT
1540,FRIDAY STAYS LIFE FUCK THE REST!,HOF
1541,": After Trump Retweets Account, It Changes Name to 'Fuck Donald Trump'",HOF
1542,: When you're from the Bay but you're really a NY nigga at heart. W/,HOF
1543,: heterosexual fans getting mad at bts and halsey interacting are so fucking DUMB not only does halsey have a boyfriend it is,HOF
1544,: when tati westbrook took the time to calmly call out james charles mother by name. saying get your ass off social media &amp;,HOF
1545,"I found this video again I'm dying. If you ever hear me say this, this is where I get it from",NOT
1546,: Museum date???? Coffee shop date???? Art gallery date???? Walk in the park date???? Late night walk date???? Nap time date???,NOT
1547,: me speeding: were approximately minutes late to this DAMN award show. jungkook: AY WAIT THERES A BURGER KING TO UR LEFT.,HOF
1548,: i just want to grab the back of your neck and force your face down onto the table. have you bent over and ass up for momm,HOF
1549,,NOT
1550,: Hot Negotiations - Sometimes You Gotta Fuck A Little To Make A Whole Lotta Money! /2,HOF
1551,: auba hasnt been great but pretending hes shit in the prem is mad cos he scores goals,HOF
1552,: This guy will never do anything which is morally or ethically wrong. and liar,NOT
1553,": me : january is the trial month, February will be the start of . i swear to start my shit seriously in February also",HOF
1554,: Fuck today,HOF
1555,Those whites in your header dont give a damn about you. Continue to kiss their ass tho Garza.,HOF
1556,"Lakers fans are so fucking ridiculous. If you wanna protest, you protest by not going to the games.",HOF
1557,So there was this dude name projared who cheated on his wifeOh shit,HOF
1558,So men say sundresses with no ass a crime...well basketball shorts with no print is a fucking felony,HOF
1559,: Deutsche Bank has a big problem - Trump and Kushner's are probably even bigger!,HOF
1560,: Do yall ever read a message from someone &amp; think see this is why I dont like fucking talking to you bc same,HOF
1561,It is Monday. I am NOT in the mood for yall bad ass breath.,HOF
1562,i dont think the question is who bts wanna collab with. its more like who wants to collab with bts uhhh like get in,NOT
1563,: fuck instructions how hard is it to go crazy on the clit whirl going stupid with fingers yall niggas retards,HOF
1564,Prove legally owned handguns are the problem first . We all know a ban wont change a damn thing but di,HOF
1565,I dont like peaches. Can I be a mango instead? They're more expensive.,NOT
1566,: Jesus fucking Christ its like Im back in Saudi Arabia again,HOF
1567,: miami cubans got some fucking nerve voting for stricter immigration when their ass was allowed to wash up ashore no questi,HOF
1568,"What you are doing is stupid, and comparing Julius to Trump. Really",HOF
1569,: If you dont vote for CH were beefing now,NOT
1570,: James Comey is a disgrace to the FBI &amp; will go down as the worst Director in its long and once proud history. He broug,HOF
1571,"Labour is unequivocally the party for 'Remain -in a state' it's now too late, the British public, have chosen their",NOT
1572,: Posting a nigga was the most ghetto shit i have ever done,HOF
1573,To move a FUCKING BOX FROM ONE ROOM TO THE ROOM NEXT TO IT ATT WILL CHARGE YOU $50 EVEN IF YOU DO ALL THE FUCKING WORK YOURSELF OMFGGGG,HOF
1574,I wish he was fucking me like that!,HOF
1575,what i have to say about The Society:Grizz deserves to be w/ Samfuck off CampbellNetflix just SNAPPED it with t,HOF
1576,Fuck was she smokin,HOF
1577,I never understood how or why people died when their animals passed away... Then i got Crimson and then it made,NOT
1578,You're such an amazing artist!,NOT
1579,: Them: Youre the only one I talk to Me: You swear?Them: I swear to Go... God:,NOT
1580,: I want Brie Larson to ruin my fucking life,HOF
1581,": I have no problem allowing people the religion of their choice, but this is NOT a religion of peace!They are trained to tr",NOT
1582,: WhATs THe moVe tONiGht?Stfu youre failing two classes go study,NOT
1583,: Love How You Write Like A Year Old Which Is Ironic Because That's Your Mental Age You Immature Fuck. Congr,HOF
1584,But then I want a lunch plate from youngs garden,NOT
1585,: The PM is a REMAINER LIAR.,HOF
1586,Total don Ivan,NOT
1587,You cannot run away(Hell nah no man can run away)From me I stay in your head as one big thre- IT'S DEMOLITIONWIPING ALL OUT,NOT
1588,"Don't miss out on attending Destination BootCamp! This day workshop can help you learn how to work ""on"" your b",NOT
1589,: . calls on House Leadership to REMOVE Ilhan Omar from the House Foreign Affairs CommitteeI agree Out of the abundanc,NOT
1590,Shit,HOF
1591,: This shit has me dying,HOF
1592,Its crazy how the homie introduced me to this lady n she only fuck wit me now,HOF
1593,: This is another problem that far lefties often use. They NEED an excuse to go after you as you have been painted their,NOT
1594,Im tryna get me some extras,NOT
1595,As I sit down to eat my whole ass chipotle bowl that has extra white rice and a large bag of their chips,HOF
1596,Bitch,HOF
1597,"Congratulations class of , you are about to become , apparently we all dress alike so update you",NOT
1598,Nobody do shit for me,HOF
1599,Yup lol,NOT
1600,I rather die,NOT
1601,Im sorry but I dont agree with nobody who picking the weed over my job .... I dont !!,NOT
1602,: You want this BAEby look at you? Then go to and buy your tickets now!!! For updates,NOT
1603,REALLY PROUD OF YOU! I WILL NEVER GET TIRED TO TELL YOU THIS!,NOT
1604,"This isn't a partisan issue. He lied, it's a felony, he needs to go.",NOT
1605,: We just voted for you! said this awesome pint-sized supporter that I met up with on Newfoundland Dr tonight - she made my n,NOT
1606,Oh now I get it When the little bitch man is trying to DOX young teenage girls hes a tough guy but someone his own,HOF
1607,: I wont chase a but Im speed walking cause that ass on her sit bigger than horses Prod. Sleeper,NOT
1608,(me thinking harder and digging my hole) ah. is this what liu qingge feels.,HOF
1609,": Since Hakyeon left, nobody has been supervising taekwoons snack purchases. Hes locked himself in his room with soda and sn",NOT
1610,: The tRump administration has thrown respect for science into the garbage.Who would have thought our country would be taken o,NOT
1611,": I am humbled by the words of Mr (whom I have been calling as ""Sonu Bhaiya"" always) for me and my son Ritura",NOT
1612,: The James Charles situation is yet another reminder that people gotta stop giving white gays the benefit of the doubt when,HOF
1613,": Jake Paul: bro, youre a bully and you hurt my feelingsCody Ko:",HOF
1614,people followed me // automatically checked by,NOT
1615,NUEST STARTED FROM THE BOTTOM NOW WERE NUMBER TWO,NOT
1616,Fuck,HOF
1617,: Sorry guys I dont fuck with my teeth or my eyes,HOF
1618,: What the fuck do yall be talking about on this app?,HOF
1619,: Minus the baby. And Im with all the dumb shit.,HOF
1620,lmaoo theres this blogger on ig whos husband literally seems to hate her like in every video hes scowling or doe,HOF
1621,LOOK AT THIS BEAUTIFUL BITCH,HOF
1622,: LMAOOOOOOOOOOO so when are we just gonna start rioting and destroying shit,HOF
1623,": Maybe we should start calling Loki, Loki Friggason because at least she is a mom to Loki.His biological dad left him to",NOT
1624,: Is where youre from a factor in where youre going? tonight pm,NOT
1625,I can only imagine how fucking stressfull it can be to get continuously bombared about shit on the pl,HOF
1626,You don't know who iam but i know you,NOT
1627,people followed me // automatically checked by,NOT
1628,ok youre such a bigger john mayer than i am wow good job,NOT
1629,: Drogon flew off with Dany's corpse so Jon had to have confessed to murdering her. Bro sit yo honorable ass down sometim,NOT
1630,Who gives a fuck what that cunt thinks?,HOF
1631,: Me on my way to my shitty ass job knowing theres people out there who became millionaires just from making YouTube videos,HOF
1632,GoT finale... Im fine with it... a bit underwhelmed. However the highlight was % Jon finally giving Ghost his p,NOT
1633,: nah. this is fucking ridiculous.,HOF
1634,Lakers fans outside staples are making us all look stupid. Our front office isnt even in that bad of shape. Espn ju,HOF
1635,Bro that south side rotation fucking sucked we got th cause of it,HOF
1636,"Another hour! It's May , at :00PM",NOT
1637,suck my fucking dick you sao pfp having ass doug,HOF
1638,Truly sick.,HOF
1639,You know humanity is retarded when you can't find any drill machines which can work in tight spaces (like dentists,NOT
1640,: You look like your soul is drained - please go get you some rest - I love you,HOF
1641,: hanbin: yeri do it with meyeri: not this shit again,HOF
1642,": While Shias are protesting against enforced disappearances outside President 's house, banned sectarian outfit",NOT
1643,": Chuck Rosenberg: ""You don't 'go to paper' lightly.""",NOT
1644,Weak minded?What makes Remoaners such insufferable twats?Was it not getting your own way?,HOF
1645,"He couldnt have come off like more of a terrified, whiny little baby if he tried!",HOF
1646,Shit hard.,HOF
1647,Cowards talk aboit forgiveness then try the same shit all over again,HOF
1648,fuck lmao,HOF
1649,: Kamala Harris with a full morning of listening to Barr before her opportunity to question him arrives is going to make,NOT
1650,I never thought I'll found his side acc...,NOT
1651,": not only is james charles racist, transphobic, and a predator, but his screenshots are poorly photoshopped and still the T",HOF
1652,Thank you for adding the info i was so tired i did not know i missed out on pu,NOT
1653,: Being this comfortable and getting cheated on is what will fuck someone up beyond belief,HOF
1654,You're an inspiration to the rest of us.,NOT
1655,: You dont look Filipino what am I supposed to look like? Adobo pancit lumpia kili kili or what,NOT
1656,: Damn,HOF
1657,": Vegan Orange ""Chicken"" Stir Fry With Cauliflower - Tag someone who would this!",NOT
1658,": The richest people on Earth own more wealth than the bottom half billion people. From South Carolina to Seoul,",NOT
1659,": When festivals were about the music and getting muntered. Not posing in fucking cycling shorts, hi vis jackets and weird gimp",HOF
1660,. its becoming increasingly unclear to me why youre still advocating for another pipeline when you,NOT
1661,": this is a song comprised entirely of saying the words, ""trump is a fucking idiot"".Thanks for the h/t",HOF
1662,": It is actually really remarkable that we've been able to catch up toake the gap almost only %, I think they had a big he",NOT
1663,: Im sorry for everything. Im sorry for never being good enough. Im sorry even how much I tried things will always never be the,NOT
1664,: OKAY TAE OKAY???????? HOLY SHIT TAE YALL WHEN I SAY I DIED,HOF
1665,: chris evans is so fucking confusing because u see him and ur like wow i wanna ride ur dick across the pacific ocean and th,HOF
1666,They are actually not as empty as we think. They're slow moving in....but not as empty.,NOT
1667,and she is fine.,NOT
1668,: Kids how did yall meet: Yo goofy ass momma came up and stuck a sucker in my mouth and I saved her from getting knock,HOF
1669,"Yall fucking suck, man",HOF
1670,": Karma where you at you? You better have my back, cause you know damn well I didn't deserve that. Oh I'm finna lose it, go",HOF
1671,Another one that thinks tommy is helping to expose grooming gangs - Jesus - sick of these gullible morons,HOF
1672,"PRESIDENT TRUMP, YOU LYING, CORRUPT, QUISLING, CRETINOUS PIECE OF SHIT-------------RESIGN,RESIGN,",HOF
1673,"Hmmmm, sounds like you need cheering up.Have a random, sparkling penis. That should do it.You're",HOF
1674,Marco got stabed by a unicornAnd he is just fucking flip that unicorn like nothing happen!,HOF
1675,Steve.... fuck them!,HOF
1676,How you hate gay people but fuck animals,HOF
1677,"No, most Americans think you are a disgrace. Case closed.",HOF
1678,I like to think so,NOT
1679,Don the Con. Biggest con-job in history of America!,NOT
1680,Cap didnt get iced for this shit,HOF
1681,: Today is my th birthday An amazing birthday gift would be for this fucking asshole deranged lunatic to get the fuck ou,HOF
1682,But do middle class people want to vote terrorist accused...,NOT
1683,Truly a fucking IDIOT,HOF
1684,: I have a small scrape on my hand which I covered with a bandaid because it's uggo,NOT
1685,DROP THE PIECE!!!!,NOT
1686,: Rep. Ilhan Omar says America is not going to be the country of white people.Nobody said it was.But I can tell you,NOT
1687,": And so Maghavan heard Sudas' cries for help, and so he sent forth mighty bolts to help the young chief, like a conquering he",NOT
1688,: A little bit of roommate history!,NOT
1689,: my brother leaving this note on the couch for our turtle while hes away at school,NOT
1690,: i love how jin was clapping like yes bitch show your shit! work it!!,HOF
1691,: Riley Grisar is the chapter president of the Las Vegas Turning Point USA. His father is the Vice President at Aegis Senior Co,NOT
1692,": ""when you're comfortable with each other""",NOT
1693,: Nah Im about sick of not being able to fall asleep,NOT
1694,: Yall my friend is an idiot she thought this blind man was dancing to her music,HOF
1695,"so my dad just told me that hed like to eventually move to colorado, even within the next few years. BET?",NOT
1696,: HIII CAN I GET A PROMO !!??IM KATY AND ILL PROBABLY FOLLOW U BACK IF U HAVE AN ABOUT!! I LOV MAKING MUTUALS/FRIENDS!! https,NOT
1697,President Trump is a prick!!! My car broke down this morning and I knew straight away he was to blame....,HOF
1698,baby when i see youu checking how my toes and my hair look when youu come around i see you're sexy boy when i when,NOT
1699,Why cheat when you can be single and dont have to worry about a bitch all in yo mix ?,HOF
1700,bob (sierras dad not odenkirk): man i need to get up.. jeez im Mr. fucking Horizontal over here,HOF
1701,Hey there. Can you clarify the issue you're having? If you contact us here with more info a,NOT
1702,: lol shut the fuck up,HOF
1703,Bigger voluptuous girls are so fucking hot,HOF
1704,: Go crazy Go stupid,NOT
1705,: might fuck around and get myself one,HOF
1706,"Dont, cus then youre gonna make me cry in the club :/",NOT
1707,: I hate my past that shit so ugly,HOF
1708,: chan's playlist with woojin ep jeremy zucker - comethrued sheeran - divetaylor swift ft. panic! at the disco - me!jona,NOT
1709,: boys who destroy someones makeup and didnt felt any guilt about it ARE FUCKING DUMB,HOF
1710,Damn ok BTS,HOF
1711,: Poll: percent of Americans say Trump should be impeached,HOF
1712,": Eijirou, be my husband. I want to spend the rest of my life with you.And Kirishima said yes.-FIN-",NOT
1713,": Just a couple of months ago, News was there as many cab drivers found out they were about to lose their jobs.",NOT
1714,RIP stupid bird . . .,NOT
1715,what a shame,NOT
1716,": Between student loans, breaking generational curses, and saying fuck yall traditions millennial women are tiiiiirrreeeedddd",HOF
1717,: fuck this essay man,HOF
1718,Lol shoot your shot. Fuck Aaron Rodgers,HOF
1719,I want to do the haunted lighthouse tour sometime!,NOT
1720,"When you invite Jesus into your life, he provides exactly WHAT you need and WHO you need to walk it out.",NOT
1721,god damn,HOF
1722,"Those invaders, you stupid little racist child, do a lot of the agricultural and construction work th",HOF
1723,"No, hes definitely left",NOT
1724,: saw this in a bathroom stall at a concert i went to tonight and its all i can think about,NOT
1725,I really hate how this payroll department works. Fuck you mean yall dont cut checks on fridays.,HOF
1726,They are probably lining up outside his office now.,NOT
1727,Saved this one from the busy street today. Dont really want another little creature in the house but hes trying t,NOT
1728,: Stop what youre doing and watch this piece of skill!Live clips:,NOT
1729,GO WARHAWKS,NOT
1730,girls should have short hair and boys should have long hair and genderqueer people can do whatever the fuck they want,HOF
1731,AND I STILL WONT CHEAT ON MY BARBER LOOOOOOL He's just too good. Sorry,NOT
1732,: anyways heres my ass. goodnight.,HOF
1733,you back a president who told lies in just years in office? Who will,NOT
1734,"Johnny Joestar, you son of a bitch!",HOF
1735,: - Offset Facing Up To Years in Prison - REMY Ma Violated Her Parole Hitting Brittany Fucking Taylor- Cardi May Be,HOF
1736,I like capela. He need to get that patch out his head tho. He got the contract and got some weak swag,NOT
1737,you're adorable,NOT
1738,I got the proof in my dms doesnt cover the fact you dont give a fuck bout yo supports. All I was,HOF
1739,: Thanksgiving: when the people who want to force their ideas of progress and government on the inhabitants of the Great Pl,NOT
1740,i hate how much i say wig but fuck sometimes thats all that can be said now,HOF
1741,: georgia will put your ass in jail if you go out of state for an abortion colorado dont give af if you got some mushrooms,HOF
1742,: I dont even know what to get my mom for Mothers Day,NOT
1743,Youre the man.,NOT
1744,Fuck you anxiety fuck you,HOF
1745,"Basic mathematics, if you do the work and do it well, people will want to work with you. So its a bit awkward when",NOT
1746,": ""He reached out, but the wall of the pod stopped his hand so that he couldn't touch Sora, either. "" -Riku.""I found you",NOT
1747,So fine,NOT
1748,I thought I knew how I was gonna get out of this but now thats gone. Idk how I can fix this.,NOT
1749,": RETWEET: Obama slips up and admits he was an illegitimate and unconstitutional, foreign President, bo",HOF
1750,Ya think? But nobody will give a damn!,NOT
1751,"What the fuck? And i thought that learning spanish was difficult, this idiot come with that inclusive l",HOF
1752,You two are cute. You must have been overwhelmed with happiness. Glad you're okay. You have done extremely,NOT
1753,": See the moron, even does not know Election already over in Bhopal.. and his porki morons retweet this shit",HOF
1754,"do you have that ""one"" show that you've always wanted to watch but you know will never be translated?",NOT
1755,": Claiming youre a libertarian, while calling for the impeachment of an innocent man whose constitutional Rights were grotes",HOF
1756,": i mean honestly ive seen a lot of dumb shit on twitter but this one really is THE dumbest so congrats emily, ur stupid",HOF
1757,: Blessing just happened gone have my own house in less than a hour ... ready to move all this shit in.,NOT
1758,: Ugh. The only thing worse than listening to political blowhards in Congress all day is to have it immediately followed u,NOT
1759,: Heres what I dont understand: WHY ARE PEOPLE JUST OK WITH LYING UNDER OATH?!,NOT
1760,Umm....what the fuck have I just been made witness to!,HOF
1761,Staying away from toxic people who only want to use me when they are in need.,NOT
1762,Do some fucking research before u post. Keeps u from looking like an ignorant moron,HOF
1763,FINE,NOT
1764,"Wow ,I hate myself so much like, I'm ""wow"" of how much needy, selfish, crying bitch, stupid , ugly and unworthy I am",HOF
1765,I feel sick,NOT
1766,Everyone fucking sucks. Period.,HOF
1767,Im screaming DUCK ASS HOE,HOF
1768,: You dirty lying liar,HOF
1769,shit thats all that matters. and you was never big so lets cut it.,NOT
1770,Youre Filipina ?,NOT
1771,: what in the actual fuck is going on,HOF
1772,: You're not the only ones who want to see season !,NOT
1773,": for everyone saying that guy at unlv can express his speech freely/hate speech should be protected, this is him and th",NOT
1774,: This is so fucking cool man big respect,HOF
1775,: TAKE MY FUCKING KIDNEYS I BEG,HOF
1776,Why is ISuza still on the pitch. He needs to be subbed and sold immediately.,NOT
1777,Fuck me please let me suck that cock dry and clean,HOF
1778,Nigga said I need to come out to thug lovin,HOF
1779,And thank God you're standing up. People r going2 have to accept a little pain. But when we come o,NOT
1780,": You dont need lube when you fuck a gangbang whore. His hole is wet, sloppy and smooth as butter. Itll make your dick extr",HOF
1781,"They say the truth aint pretty but coming from that pretty mouth, the truth is fitting",NOT
1782,LETS FUCKING GO YESSS,HOF
1783,"Everyone, keep in mind na Im less than followers away from my goal tapos ipapadraw ko na yung TXT Album ko. Please anticipate!",NOT
1784,": The older you get, the more you realize a -50k salary aint shit.",HOF
1785,Tired of this single shit,HOF
1786,Yes! Little Big Man - I havent heard that one in years. The one I REALLY want but Ive never been ab,NOT
1787,Trump would fall right on his ass,HOF
1788,: Might fuck around and go crazy on cuz.,HOF
1789,: the mischief in his eyes... u just know hes about to do something stupid i190429 who do i see,NOT
1790,have to keep telling my brain to shut the fuck up so I can get some sleep,HOF
1791,Niggas just talking bout shit now lol gn,HOF
1792,I kno they talkn bad to dude and cus shoulda been sleep he drove off like shit was sweet lol,HOF
1793,: Its TONIGHT!!! My interview with the President of the United States TONIGHT on - were talking,NOT
1794,dumbass. No clue regarding government. Just daddies pet,HOF
1795,: Scroll downKeep scrollingnow youre obligated to rt and reply,NOT
1796,Lock him up. Lock him up.,NOT
1797,Keep smiling you trump puppet.,HOF
1798,: might just fuck around and | | \ / ____| |_____/ __/\_ drop those V,HOF
1799,: Lindsey Graham just read from the Strzok-Page text messages: Trump is a fucking idiot on national television in fron,HOF
1800,": ""IF I CANT HAVE YOU"". BITCH YOU CAN HAVE ME, ALL OF ME.",HOF
1801,"Hes no replacement for Eriksen. I want us to get two natural winger, Alli in the No.10. Sissoko and another decent CDM",NOT
1802,": All READY for Game !! GO BLUES!!! ~ Kathy Golik, Other Half Entertainment",NOT
1803,: Is this real ? What the fuck OMG,HOF
1804,people followed me // automatically checked by,NOT
1805,: Just saw thisHoly fuck my sides lol,HOF
1806,Sorry to disappoint! I'll have to start putting it on business cards at this rate though.,NOT
1807,"It's almost the weekend, plz show me the pets you get to spend it with Here's mine:",NOT
1808,"Of course it's hard, you're doing it all.You need to get her full help.I know it's terrifying on",NOT
1809,: When a thing is clearly modeled by a person who would never choose to wear the thing they're modeling...,NOT
1810,": Who wants to start a satirical bluegrass band and name it ""Tits Ass and Bluegrass""",HOF
1811,Im going to go now,NOT
1812,Vanessa rocked my pitch to the edge of the infield/outfield on a fly in her game tonight then found out after the g,NOT
1813,". Feinstein liar old bag, shouldn't be in the Senate. She's crooked, Chinese spying for",HOF
1814,: THE FUCK,HOF
1815,: . FOIA disclosures help lead to criminal referral on Russiagate targeting of .,NOT
1816,": Marine : what are your names?Luffy : dont tell him, ZoroMarine, writing : ZoroLuffy : oh shitZoro : nice job Luffy",HOF
1817,: Once I get rid of these fucking lonjas ni me van a reconocer pendeja.,HOF
1818,": rinse the fucking peanut butter off the motherfucking knife before you put it in the motherfucking dishwasher, motherf",HOF
1819,": Damn, I really like youMe:",NOT
1820,I got the time wrong im fucking stupid,HOF
1821,: lets go get this son of a bitch,HOF
1822,yangyang probably convinces xiaojun to do the stupidest shit w him im curious what tho,HOF
1823,": Fuck them kids, they just mad he eating good.",HOF
1824,: Only TWO days left to get the Online Starter Edition (Windows) for FREE with,NOT
1825,": ""I think we really show that despite what seems like a language barrier first is unimportant when it comes down to a bunch of pe",NOT
1826,": ""Are you a nonce, Tommeh?""I genuinely chuckled at this. Can we get the guy asking the question to present Question Time",NOT
1827,Like wtf is Dany gonna do just lock her in a cupboard!,HOF
1828,: get in this position and all of a sudden a bitch you aint talked to in years decides to text you that she miss you smh http,HOF
1829,": My name is Ini Obong which simply means ""God's Time"" God is never too late. No matter the situation you're going through",NOT
1830,"Because of the amount of work he's put in. He's basically Barca's Sissoko. Without him, they ain't w",NOT
1831,: I'm not an ass man but I'd spank him,HOF
1832,If you're in it then i don't want it.. let all else fade awayyyy,NOT
1833,": ""Shit now I gotta go home and deal with that horny ass whiny bitch""",HOF
1834,": Kyungsoo: Someday I want to do music that I want to do. Because I also like singing, I dont know when it will be, but I th",NOT
1835,: You had a coup against the sitting President of the United States lead by a bunch of treasonous scum that previously s,HOF
1836,fuck good looking guy obviously,HOF
1837,LFNSJXJEOFKSKFKE YOOOO FUCK HIM THAT EMBARRASSING ASS VERSE All I get is these vampires and bluud suckas,HOF
1838,alina did too but you don't see me yapping cuz she's actually talented oopsie if yo,HOF
